product_id,seller_id,category_id,product_name,brand,price,created_timestamp,updated_timestamp,is_active
46,29,7,Sony Dolorem Illo,Apple,67992.89,2026-02-17 21:33:41,2026-07-22 21:33:41,Y
47,19,11,LG Vero Explicabo,OnePlus,43898.62,2025-08-28 16:41:02,2025-09-25 16:41:02,Y
48,26,10,Samsung Dignissimos Assumenda,Samsung,18556.2,2022-05-22 02:33:50,2022-07-17 02:33:50,N
49,17,5,HP Voluptas Impedit,Boat,893.15,2023-03-03 08:58:06,2023-09-14 08:58:06,Y
50,25,9,Puma Enim Quis,Apple,45122.56,2023-06-30 20:45:15,2023-08-02 20:45:15,Y
51,26,14,Puma Aliquid Magnam,Samsung,39371.52,2025-01-05 08:37:06,2025-01-23 08:37:06,Y
52,37,7,OnePlus Odio Corporis,Dell,63912.01,2022-08-30 21:51:24,2022-11-18 21:51:24,Y
53,2,6,Mi Sint Veniam,Nike,85294.76,2022-12-24 19:56:57,2023-04-06 19:56:57,Y
54,28,14,Boat Ratione Et,Apple,39322.75,2025-01-29 05:41:32,2025-02-20 05:41:32,Y
55,20,12,HP Tenetur Ratione,Apple,30108.56,2022-09-02 08:21:07,2022-12-12 08:21:07,Y
56,8,9,Realme Molestias Ex,Apple,81550.86,2026-05-06 00:23:33,2026-10-15 00:23:33,Y
57,7,3,Sony Quaerat Voluptatem,Apple,15779.21,2023-04-04 20:33:08,2023-06-03 20:33:08,Y
58,32,8,Nike Illo Voluptate,OnePlus,68435.97,2022-08-23 02:44:50,2022-10-07 02:44:50,Y
59,21,3,Noise Vel Architecto,Boat,42308.11,2024-10-01 04:09:10,2025-03-10 04:09:10,Y
60,4,6,Realme Modi Molestias,Boat,28073.62,2024-05-03 09:09:10,2024-10-01 09:09:10,Y
61,19,2,LG Nesciunt Vitae,Boat,55426.75,2022-06-26 18:01:47,2022-09-28 18:01:47,Y
62,36,13,Puma Ipsam Quod,Samsung,40585.09,2025-12-08 14:16:54,2026-05-05 14:16:54,Y
63,39,8,Realme Asperiores Accusantium,Mi,86202.47,2023-08-08 20:09:07,2023-10-29 20:09:07,Y
64,6,9,LG Explicabo Eligendi,Mi,3713.96,2024-12-03 00:34:35,2025-06-03 00:34:35,Y
65,34,10,Mi Sit Numquam,HP,33681.11,2025-09-27 05:39:49,2026-02-08 05:39:49,Y
66,22,11,OnePlus Et Tempora,Samsung,71071.58,2025-06-24 00:03:18,2026-01-08 00:03:18,Y
67,7,9,LG Voluptatibus Voluptatum,Dell,25715.4,2022-07-24 18:44:39,2022-10-16 18:44:39,Y
68,6,10,LG Tenetur Maxime,Mi,82522.83,2023-04-13 04:38:52,2023-07-07 04:38:52,Y
69,39,12,Boat Repudiandae Quisquam,Sony,50390.2,2025-05-02 18:30:20,2025-06-04 18:30:20,Y
70,34,2,LG Sed Eius,LG,38220.89,2024-10-17 12:59:13,2024-11-18 12:59:13,Y
71,12,4,HP Earum Impedit,Nike,43866.13,2025-01-31 13:14:30,2025-04-20 13:14:30,Y
72,5,5,Nike Occaecati Dolorum,Boat,45789.54,2023-03-04 09:36:59,2023-04-12 09:36:59,Y
73,22,15,Nike Vero Autem,OnePlus,11967.2,2026-06-24 21:02:39,2026-07-03 21:02:39,Y
74,40,13,Mi Ea Doloribus,Puma,39502.07,2023-05-20 02:01:44,2023-07-05 02:01:44,Y
75,40,5,Nike Quam Cumque,Puma,70584.27,2024-01-08 23:32:06,2024-04-30 23:32:06,Y
76,31,15,Apple Minus Animi,HP,61110.95,2024-01-14 01:41:44,2024-04-02 01:41:44,Y
77,19,13,Dell Nobis Hic,Realme,47564.89,2025-09-30 21:19:25,2026-01-26 21:19:25,N
78,9,14,Sony Quos Fuga,Samsung,57776.88,2023-09-13 10:32:31,2024-02-14 10:32:31,Y
79,34,14,Boat Delectus Dolorem,Sony,7730.99,2026-09-19 21:33:17,2026-10-15 21:33:17,Y
80,10,14,Dell Reprehenderit Facere,Boat,85186.91,2025-10-27 23:40:08,2026-03-07 23:40:08,Y
81,2,7,Samsung Ab Iure,Dell,45279.24,2025-11-02 14:32:27,2026-01-30 14:32:27,Y
82,15,1,HP Omnis Voluptatum,Boat,75557.03,2022-09-11 12:56:32,2022-12-15 12:56:32,Y
83,3,5,Noise Dolor Animi,Puma,74832.72,2023-03-30 18:13:32,2023-05-04 18:13:32,Y
84,40,1,Boat Dolor Iste,Samsung,23180.97,2025-12-28 11:23:11,2026-04-21 11:23:11,Y
85,39,9,Dell Saepe Asperiores,Boat,69899.3,2026-09-02 01:48:36,2027-03-07 01:48:36,Y
86,16,7,LG Sunt Sint,Nike,56127.39,2023-01-14 13:40:16,2023-01-26 13:40:16,Y
87,35,1,LG Ut Incidunt,Realme,51838.26,2026-04-02 21:58:04,2026-09-01 21:58:04,Y
88,1,10,HP Porro Rem,Apple,51444.6,2024-06-23 22:48:48,2024-10-10 22:48:48,Y
89,24,2,Realme Quo Magnam,Realme,45757.03,2022-09-23 23:50:20,2023-02-04 23:50:20,N
90,25,14,Noise Aut Voluptatum,Samsung,57282.24,2026-09-18 16:33:53,2026-09-23 16:33:53,N
91,2,6,Nike Ipsum Qui,Boat,31162.26,2024-02-28 01:32:03,2024-09-06 01:32:03,Y
92,38,12,Nike Est Ea,HP,12179.18,2022-11-19 01:44:17,2023-06-04 01:44:17,Y
93,12,14,Nike Quasi Atque,LG,41922.14,2024-11-17 19:54:47,2025-04-30 19:54:47,Y
94,5,12,Nike Quae Dolore,Noise,3520.14,2023-07-21 07:37:56,2023-08-24 07:37:56,Y
95,21,15,Sony Nesciunt Quisquam,Realme,35959.52,2023-09-12 17:32:55,2023-09-22 17:32:55,Y
96,3,13,LG Quidem Necessitatibus,Apple,25891.76,2026-01-10 19:14:42,2026-03-15 19:14:42,Y
97,22,5,Boat Consectetur Laudantium,Nike,33247.12,2022-05-29 12:31:36,2022-11-12 12:31:36,Y
98,22,3,Noise Est Error,Puma,44876.6,2025-09-28 05:08:23,2026-01-04 05:08:23,N
99,6,12,Dell Ut Iure,Boat,38867.52,2026-06-02 08:00:50,2026-08-09 08:00:50,N
100,19,6,Boat Iure Magni,Boat,29646.21,2023-07-15 15:48:38,2023-12-01 15:48:38,Y
101,28,3,Puma Impedit Esse,Noise,31767.92,2025-10-17 09:53:20,2026-03-20 09:53:20,Y
102,28,5,LG Sit Quia,Nike,85320.81,2024-12-31 08:43:39,2025-06-06 08:43:39,Y
103,33,13,Puma Pariatur Ratione,LG,14565.81,2025-06-16 01:13:48,2025-09-17 01:13:48,Y
104,9,2,Apple Totam Accusamus,Nike,58134.63,2025-09-23 08:32:02,2025-10-01 08:32:02,Y
105,10,11,Noise Cum Velit,HP,33605.8,2022-04-11 14:49:28,2022-09-12 14:49:28,Y
106,24,7,HP Laborum Occaecati,LG,25225.34,2023-03-04 19:17:28,2023-07-17 19:17:28,N
107,12,8,Realme Excepturi Temporibus,Dell,82235.12,2022-03-22 12:14:18,2022-09-26 12:14:18,Y
108,29,4,OnePlus Sint Soluta,Sony,62518.46,2024-03-19 16:36:42,2024-09-15 16:36:42,N
109,9,14,Boat Exercitationem Animi,Noise,15703.54,2023-09-14 22:22:44,2023-10-15 22:22:44,Y
110,21,11,HP Vero Iste,Puma,6030.53,2022-09-30 18:09:06,2023-03-23 18:09:06,Y
111,12,13,HP Modi Cum,Realme,20335.9,2024-07-20 22:23:27,2024-08-29 22:23:27,N
112,32,1,HP Molestiae Facere,Realme,51589.51,2023-03-08 11:24:36,2023-05-07 11:24:36,Y
113,40,15,Boat Quis Id,Boat,27973.31,2026-09-10 21:46:37,2026-10-13 21:46:37,N
114,27,13,Dell Alias Quas,OnePlus,6821.81,2026-01-27 03:51:26,2026-06-10 03:51:26,N
115,30,11,Realme Minima Quam,HP,11723.45,2022-08-19 10:08:40,2022-12-12 10:08:40,Y
116,38,3,Nike Quaerat Occaecati,Mi,39048.12,2026-09-09 20:09:50,2027-02-19 20:09:50,N
117,34,3,Sony Placeat Aperiam,Mi,14743.63,2022-06-22 03:52:53,2022-07-23 03:52:53,N
118,34,15,Sony Impedit Totam,Boat,22703.36,2023-12-02 12:16:59,2024-02-28 12:16:59,Y
119,9,11,Sony Earum Iste,OnePlus,48105.33,2026-09-08 09:42:47,2026-11-17 09:42:47,Y
120,38,3,Mi Quam Blanditiis,LG,56277.23,2023-06-08 22:24:14,2023-11-06 22:24:14,N
121,3,14,Samsung Consequatur Doloremque,Boat,4281.47,2024-11-14 22:44:27,2025-04-07 22:44:27,Y
122,14,13,OnePlus Quidem Quibusdam,Dell,55705.14,2024-04-02 06:10:28,2024-09-15 06:10:28,Y
123,20,8,Apple Ab Sunt,Nike,72698.97,2026-08-23 01:12:20,2026-11-05 01:12:20,Y
124,4,3,Noise At Eos,Dell,43684.75,2025-11-10 02:42:07,2025-11-28 02:42:07,Y
125,21,12,HP Velit Suscipit,Dell,11941.8,2023-03-23 08:42:50,2023-06-11 08:42:50,Y
126,16,8,Boat Error Vitae,Sony,40572.72,2022-11-26 21:38:53,2023-02-15 21:38:53,Y
127,25,14,OnePlus Nisi Corporis,Dell,22493.67,2022-06-07 05:24:14,2022-08-20 05:24:14,Y
128,37,12,HP Enim Quidem,Apple,68727.3,2023-05-12 04:04:11,2023-08-03 04:04:11,Y
129,32,15,Sony Voluptates Nostrum,Noise,2280.23,2026-05-19 04:39:56,2026-09-15 04:39:56,N
130,16,4,OnePlus Tenetur Aut,HP,4568.5,2026-04-20 08:40:14,2026-08-15 08:40:14,Y
131,35,1,Boat Vitae Dolor,Dell,12226.36,2026-01-02 01:29:56,2026-03-16 01:29:56,Y
132,26,6,Samsung Alias Officia,Dell,4792.96,2025-02-10 10:21:27,2025-08-24 10:21:27,Y
133,19,2,Dell Iure Amet,Realme,40640.82,2025-01-31 07:43:54,2025-06-21 07:43:54,Y
134,7,7,HP Commodi Aut,Nike,88812.53,2023-01-05 03:11:30,2023-02-06 03:11:30,Y
135,10,4,OnePlus Asperiores Dolorum,Realme,36243.56,2025-02-09 21:35:13,2025-08-21 21:35:13,Y
136,22,13,Noise Explicabo Quos,Realme,41236.57,2022-05-01 21:38:08,2022-06-05 21:38:08,Y
137,21,15,OnePlus Aut Repellat,HP,14791.68,2026-05-21 14:53:37,2026-06-25 14:53:37,N
138,22,9,Realme Eum Facilis,Realme,44187.23,2024-07-18 16:31:46,2024-12-16 16:31:46,Y
139,24,6,LG Nemo Molestias,Boat,88193.84,2026-01-15 10:33:30,2026-01-19 10:33:30,Y
140,31,5,LG Odio Suscipit,Nike,87489.71,2022-03-24 18:57:21,2022-08-23 18:57:21,Y
141,4,10,Noise Necessitatibus Non,Mi,47275.06,2023-12-08 22:51:09,2024-06-09 22:51:09,Y
142,16,1,OnePlus Ipsam Ad,Puma,10067.62,2025-03-27 05:02:46,2025-05-03 05:02:46,Y
143,10,7,Puma Molestias Veniam,Apple,37050.89,2024-09-01 14:36:24,2024-12-17 14:36:24,Y
144,4,12,Mi Cumque Quibusdam,Realme,18818.29,2026-01-05 05:27:06,2026-07-12 05:27:06,Y
145,25,6,Mi Ab Temporibus,Noise,82107.75,2026-01-26 05:55:33,2026-06-09 05:55:33,Y
146,17,10,Noise Sit At,Apple,86167.9,2025-01-05 17:33:08,2025-06-27 17:33:08,Y
147,20,13,Sony Reprehenderit Aperiam,Puma,18812.55,2024-07-16 09:42:39,2024-09-11 09:42:39,Y
148,23,9,Nike Voluptates Aut,Puma,24755.49,2024-09-12 00:16:16,2025-01-12 00:16:16,Y
149,26,14,HP Magnam Provident,Nike,72453.5,2026-08-15 15:14:51,2026-11-20 15:14:51,Y
150,6,6,Noise Corrupti Illum,LG,23227.67,2024-06-12 15:16:20,2024-12-11 15:16:20,Y
151,18,15,Realme Vitae Incidunt,Puma,24590.61,2023-09-20 19:16:56,2024-02-04 19:16:56,Y
152,4,11,Realme Sequi Commodi,Apple,57486.42,2024-01-14 10:09:51,2024-03-16 10:09:51,Y
153,31,2,LG Id Nulla,Nike,12543.54,2025-07-08 01:59:00,2025-09-30 01:59:00,N
154,31,8,LG Modi Nam,Apple,68079.81,2023-05-06 16:56:25,2023-08-18 16:56:25,Y
155,4,15,Nike Ut Aliquam,Boat,58775.43,2024-06-05 18:06:37,2024-11-17 18:06:37,Y
156,27,15,Mi Pariatur Dolore,Samsung,89745.03,2022-04-26 21:09:31,2022-06-09 21:09:31,Y
157,19,15,Samsung Quibusdam Est,Samsung,26994.62,2026-03-20 02:30:02,2026-05-06 02:30:02,Y
158,30,11,Realme Deleniti Mollitia,Realme,44552.34,2024-11-06 22:33:03,2025-01-17 22:33:03,N
159,18,4,Nike Quisquam Impedit,Boat,29894.43,2026-04-16 12:49:19,2026-08-13 12:49:19,Y
160,12,1,Puma Tempora Dicta,HP,71209.94,2024-03-10 07:03:34,2024-09-09 07:03:34,Y
161,40,14,LG In Veritatis,Dell,74462.69,2023-08-24 03:08:59,2023-10-07 03:08:59,Y
162,7,3,Mi Tenetur Minima,Noise,29258.43,2022-09-27 11:38:13,2023-01-07 11:38:13,Y
163,16,8,Nike Accusamus Quod,Sony,85871.33,2024-03-21 05:33:34,2024-06-27 05:33:34,Y
164,24,12,Apple Quos Dicta,Samsung,60166.19,2022-02-05 12:42:36,2022-04-12 12:42:36,Y
165,33,15,Puma Cupiditate Animi,Nike,28124.82,2023-05-12 05:20:59,2023-08-23 05:20:59,Y
166,40,4,Apple Ab Rem,Mi,43139.73,2024-07-05 15:35:53,2024-10-07 15:35:53,Y
167,36,15,Noise Saepe Mollitia,Nike,48468.09,2025-03-06 19:29:14,2025-06-20 19:29:14,Y
168,16,11,Nike Quidem Quo,OnePlus,78606.53,2023-11-10 13:57:02,2024-05-23 13:57:02,Y
169,24,2,OnePlus Blanditiis Inventore,Boat,5744.87,2025-10-19 23:56:36,2026-03-03 23:56:36,Y
170,37,9,Mi Eos Laborum,Mi,29663.96,2026-04-20 11:50:49,2026-06-10 11:50:49,Y
171,14,12,OnePlus Error Neque,Noise,8365.56,2022-12-28 03:29:02,2023-06-20 03:29:02,Y
172,9,9,Dell Tenetur Quam,Noise,50838.22,2022-06-22 20:30:23,2022-10-16 20:30:23,Y
173,2,7,Sony Dicta Dolorem,Samsung,67172.24,2024-08-15 10:47:16,2025-02-16 10:47:16,Y
174,23,12,Boat Ea Est,Realme,89471.3,2022-05-21 17:03:08,2022-09-06 17:03:08,N
175,3,5,Dell Sint Explicabo,Mi,69252.69,2022-08-03 10:26:25,2022-12-01 10:26:25,Y
176,25,8,Dell Earum Cum,Dell,7405.45,2025-07-30 00:27:29,2025-11-02 00:27:29,N
177,23,2,Mi Ducimus Velit,Realme,35495.67,2026-08-03 13:08:32,2026-09-06 13:08:32,Y
178,2,5,Noise Reiciendis Asperiores,LG,64773.64,2023-11-23 20:59:09,2023-11-23 20:59:09,Y
179,16,8,HP Quo Officiis,Mi,24952.35,2025-03-24 08:54:11,2025-05-21 08:54:11,N
180,27,10,Nike Tenetur Quo,Samsung,21810.83,2022-12-17 14:18:23,2022-12-25 14:18:23,Y
181,39,11,Puma Aut Illum,Samsung,22176.13,2022-04-15 07:37:42,2022-08-07 07:37:42,Y
182,35,4,Nike Velit Atque,Nike,5267.67,2025-09-25 19:26:23,2025-11-23 19:26:23,Y
183,37,6,OnePlus Explicabo Consequuntur,OnePlus,69572.93,2024-06-17 17:02:47,2024-08-15 17:02:47,Y
184,10,11,Realme Eius Repellendus,Apple,37336.71,2024-01-07 00:50:42,2024-03-24 00:50:42,Y
185,28,9,Noise Placeat Iure,Samsung,87510.66,2023-06-29 02:52:37,2023-12-06 02:52:37,N
186,21,12,Dell Magnam Debitis,Dell,13598.74,2025-03-30 04:56:57,2025-08-11 04:56:57,Y
187,16,14,Apple Velit Ullam,Sony,77206.2,2026-07-30 06:50:19,2026-11-28 06:50:19,Y
188,36,7,Dell Ex Consequuntur,Realme,47792.26,2025-12-09 13:39:29,2025-12-23 13:39:29,Y
189,22,11,Boat Id Sit,Noise,76271.58,2024-03-03 05:51:12,2024-04-24 05:51:12,Y
190,18,7,LG Atque Earum,OnePlus,54341.4,2023-08-15 19:20:21,2023-08-28 19:20:21,Y
191,38,12,LG Ipsum Placeat,Realme,19687.08,2023-08-08 14:28:19,2024-02-18 14:28:19,Y
192,1,4,Apple Odio Iure,Puma,10733.99,2024-10-31 11:37:06,2025-01-16 11:37:06,N
193,39,12,Apple Sint Unde,Dell,82377.36,2026-01-27 22:55:43,2026-03-30 22:55:43,Y
194,30,9,LG Inventore Voluptate,HP,27895.32,2024-05-29 10:25:25,2024-09-03 10:25:25,Y
195,7,13,Puma Reprehenderit Dolor,Noise,68593.28,2026-03-25 23:40:56,2026-07-22 23:40:56,Y
196,21,7,Samsung Recusandae Reiciendis,OnePlus,77793.82,2023-09-24 02:17:00,2023-12-27 02:17:00,Y
197,36,15,OnePlus Maiores Ipsam,OnePlus,64856.07,2022-02-20 09:26:36,2022-04-27 09:26:36,Y
198,15,7,OnePlus Nobis Dolores,Apple,45036.27,2023-09-02 13:07:11,2023-11-25 13:07:11,Y
199,32,12,LG Ab Ipsam,Puma,44254.48,2024-11-14 18:37:02,2025-01-18 18:37:02,Y
200,9,12,Realme Expedita Est,Noise,16726.49,2024-12-30 04:09:31,2025-02-11 04:09:31,Y
201,3,14,Boat Temporibus Nostrum,LG,4555.59,2022-07-02 11:22:45,2022-11-13 11:22:45,Y
202,15,2,Puma Harum Magni,Mi,1019.9,2023-03-04 04:06:40,2023-08-12 04:06:40,Y
203,40,11,LG Deleniti Veritatis,OnePlus,82164.08,2025-03-05 11:51:39,2025-03-20 11:51:39,Y
204,35,9,Dell Iure Perferendis,Samsung,1701.01,2022-02-18 21:02:44,2022-02-19 21:02:44,Y
205,2,9,Puma Officiis Occaecati,LG,38864.47,2026-07-23 11:31:41,2026-10-04 11:31:41,N
206,7,9,Mi Magnam Inventore,Apple,17434.5,2023-07-11 23:06:17,2023-08-07 23:06:17,Y
207,26,2,HP Placeat Quod,Dell,41417.0,2025-01-06 05:02:38,2025-03-15 05:02:38,Y
208,6,11,LG Corrupti Doloribus,Nike,3044.27,2023-12-03 17:08:15,2024-02-17 17:08:15,Y
209,31,1,LG Tenetur Sequi,Samsung,63314.49,2025-03-17 19:48:05,2025-08-05 19:48:05,Y
210,22,10,Boat Beatae Hic,Realme,82738.87,2025-09-10 02:38:55,2026-02-22 02:38:55,Y
211,3,15,Boat Deserunt Quidem,LG,83316.52,2026-01-17 07:52:16,2026-03-27 07:52:16,Y
212,21,1,Apple Eius Fuga,OnePlus,13147.4,2022-04-13 05:20:05,2022-05-28 05:20:05,Y
213,20,3,OnePlus Sunt Autem,Apple,51088.29,2025-05-22 11:06:13,2025-06-10 11:06:13,Y
214,25,13,Puma Autem Ad,Mi,71185.73,2026-08-07 11:15:23,2026-10-30 11:15:23,Y
215,23,1,Boat Quae Suscipit,Dell,21045.53,2022-09-01 15:59:32,2023-01-07 15:59:32,Y
216,21,1,LG Aliquam Repellendus,Sony,70561.62,2025-05-17 12:19:22,2025-12-01 12:19:22,Y
217,36,7,Dell Repellendus Necessitatibus,Mi,61235.6,2023-12-10 19:13:52,2024-03-10 19:13:52,Y
218,40,5,Nike Rerum Error,Apple,64236.15,2022-09-24 05:48:59,2023-04-09 05:48:59,Y
219,10,12,Dell Amet Quod,HP,32589.88,2023-04-25 03:32:54,2023-07-31 03:32:54,Y
220,24,13,Sony Facilis Quisquam,Boat,12098.13,2024-08-15 18:05:15,2024-12-06 18:05:15,Y
221,36,9,Dell Quis Optio,Boat,2557.32,2025-10-26 12:12:37,2026-03-17 12:12:37,Y
222,39,13,HP Ullam Distinctio,Dell,1307.19,2022-10-17 03:22:27,2023-03-18 03:22:27,Y
223,36,15,Apple Maiores Mollitia,OnePlus,46994.19,2022-09-21 03:39:12,2023-03-25 03:39:12,Y
224,18,5,Sony Et Repudiandae,Noise,13303.95,2023-06-11 14:57:59,2023-07-16 14:57:59,Y
225,20,8,Nike Illum Deleniti,Boat,32628.02,2024-05-07 09:12:30,2024-08-22 09:12:30,N
226,40,4,Noise Officiis Provident,Boat,12365.96,2026-03-21 09:42:32,2026-08-20 09:42:32,Y
227,40,7,Nike Quaerat Consectetur,HP,39731.02,2025-05-14 08:55:57,2025-08-07 08:55:57,Y
228,21,10,Puma Nam Maiores,Apple,43214.07,2023-02-27 22:10:35,2023-05-14 22:10:35,Y
229,19,12,Puma Provident Accusamus,LG,44291.46,2025-05-22 06:53:43,2025-08-11 06:53:43,Y
230,25,5,Nike Ut Excepturi,Dell,32977.4,2024-01-24 04:27:56,2024-04-16 04:27:56,N
231,35,3,LG Sint Vitae,Nike,49597.9,2023-09-13 18:10:16,2024-02-11 18:10:16,N
232,14,8,Nike Doloremque Quam,Sony,74848.11,2025-12-05 05:02:51,2026-06-04 05:02:51,Y
233,32,3,LG Deserunt Occaecati,Sony,21932.5,2025-06-25 03:48:29,2025-12-14 03:48:29,Y
234,5,8,OnePlus Dolore Dolorum,Noise,52484.51,2025-08-07 14:42:25,2025-11-11 14:42:25,Y
235,3,13,HP Recusandae Recusandae,Puma,80615.04,2025-07-23 14:45:37,2025-12-09 14:45:37,Y
236,16,11,LG Unde Dignissimos,HP,15136.2,2022-09-22 00:42:44,2022-10-19 00:42:44,Y
237,22,13,Dell Perspiciatis Magnam,Boat,1146.19,2025-05-26 13:39:30,2025-12-04 13:39:30,Y
238,34,9,OnePlus Animi Est,Puma,51855.14,2026-05-06 14:46:48,2026-11-13 14:46:48,Y
239,38,12,Realme Placeat Eveniet,Mi,31177.07,2025-04-30 05:04:38,2025-08-26 05:04:38,Y
240,27,15,Boat At Fuga,Boat,74851.33,2022-11-21 19:45:55,2023-02-04 19:45:55,Y
241,22,8,Nike Maxime Eveniet,Apple,46995.11,2024-12-18 05:16:00,2025-03-07 05:16:00,Y
242,29,6,Boat Animi Velit,Sony,4211.54,2022-10-31 07:18:03,2023-02-20 07:18:03,Y
243,7,11,Nike Enim Quas,Mi,83706.04,2022-03-12 04:04:04,2022-06-07 04:04:04,Y
244,36,3,HP Magni Molestias,Realme,38486.97,2026-05-23 03:17:39,2026-07-06 03:17:39,Y
245,12,3,LG Optio Odit,LG,39004.67,2025-06-12 10:31:32,2025-11-20 10:31:32,Y
246,38,7,Dell Aperiam Animi,Samsung,63484.26,2023-09-06 01:34:34,2023-12-30 01:34:34,Y
247,7,13,Realme Totam Iste,Mi,33047.21,2022-07-14 09:05:28,2022-12-08 09:05:28,Y
248,32,9,LG Corporis Voluptatibus,HP,53806.98,2022-12-21 01:05:54,2023-02-26 01:05:54,Y
249,23,14,Noise Quasi Tempora,OnePlus,15691.97,2022-12-21 21:45:39,2023-03-20 21:45:39,Y
