order_item_id,order_id,product_id,seller_id,quantity,unit_price,line_amount,created_timestamp,updated_timestamp,is_active
74,25,197,36,2,64856.07,129712.14,2025-01-08 21:37:38,2025-03-06 21:37:38,Y
75,26,4,19,2,88018.41,176036.82,2026-03-28 17:16:31,2026-10-01 17:16:31,Y
76,26,257,35,3,41266.46,123799.38,2024-04-16 12:46:06,2024-07-30 12:46:06,Y
77,26,18,7,4,36847.81,147391.24,2022-04-28 15:25:17,2022-09-20 15:25:17,Y
78,26,189,22,4,76271.58,305086.32,2022-12-18 14:08:48,2023-05-15 14:08:48,Y
79,27,73,22,3,11967.2,35901.6,2026-06-24 11:49:44,2027-01-02 11:49:44,Y
80,28,265,18,1,63187.1,63187.1,2022-09-01 01:35:41,2023-01-12 01:35:41,Y
81,28,126,16,1,40572.72,40572.72,2026-01-07 20:32:33,2026-06-17 20:32:33,Y
82,28,277,29,1,31051.96,31051.96,2024-08-28 21:40:05,2025-01-31 21:40:05,Y
83,28,176,25,1,7405.45,7405.45,2026-07-21 06:58:17,2027-02-05 06:58:17,Y
84,29,233,32,3,21932.5,65797.5,2026-05-12 18:55:54,2026-09-09 18:55:54,Y
85,29,216,21,3,70561.62,211684.86,2025-01-01 11:12:54,2025-03-17 11:12:54,Y
86,29,86,16,3,56127.39,168382.17,2022-04-20 18:06:54,2022-10-14 18:06:54,Y
87,29,289,38,4,19572.72,78290.88,2024-03-20 04:02:53,2024-04-04 04:02:53,Y
88,30,87,35,3,51838.26,155514.78,2022-06-10 09:03:26,2022-11-25 09:03:26,Y
89,30,14,2,1,82388.98,82388.98,2024-06-10 02:31:31,2024-10-12 02:31:31,Y
90,30,65,34,3,33681.11,101043.33,2026-04-20 19:58:43,2026-05-09 19:58:43,Y
91,30,130,16,3,4568.5,13705.5,2023-02-16 18:48:22,2023-07-23 18:48:22,Y
92,30,141,4,1,47275.06,47275.06,2024-03-09 08:00:27,2024-03-12 08:00:27,Y
93,31,90,25,4,57282.24,229128.96,2023-04-15 13:29:16,2023-09-30 13:29:16,Y
94,31,190,18,2,54341.4,108682.8,2023-06-29 22:43:28,2023-09-03 22:43:28,Y
95,31,249,23,1,15691.97,15691.97,2023-07-16 18:06:36,2023-11-28 18:06:36,Y
96,31,176,25,2,7405.45,14810.9,2022-09-20 05:25:44,2022-10-27 05:25:44,Y
97,31,254,1,4,73405.39,293621.56,2025-07-06 23:37:31,2026-01-19 23:37:31,Y
98,32,226,40,3,12365.96,37097.88,2023-06-04 17:32:38,2023-07-27 17:32:38,Y
99,32,28,34,1,86768.55,86768.55,2024-04-01 10:45:24,2024-10-11 10:45:24,Y
100,33,86,16,4,56127.39,224509.56,2025-12-12 15:27:39,2026-03-24 15:27:39,Y
101,34,244,36,4,38486.97,153947.88,2026-07-13 11:37:52,2026-09-10 11:37:52,Y
102,34,200,9,2,16726.49,33452.98,2026-01-14 11:57:50,2026-03-22 11:57:50,Y
103,34,272,4,3,70592.3,211776.9,2025-09-12 16:08:28,2025-09-15 16:08:28,Y
104,35,196,21,1,77793.82,77793.82,2024-09-07 19:26:59,2025-01-20 19:26:59,Y
105,35,50,25,3,45122.56,135367.68,2026-07-09 16:06:12,2026-12-19 16:06:12,Y
106,35,222,39,3,1307.19,3921.57,2024-04-26 21:49:40,2024-07-20 21:49:40,Y
107,35,137,21,4,14791.68,59166.72,2022-11-02 08:02:54,2023-01-06 08:02:54,Y
108,36,124,4,3,43684.75,131054.25,2023-08-29 14:42:44,2024-01-09 14:42:44,Y
109,36,93,12,1,41922.14,41922.14,2024-08-31 07:05:29,2025-01-18 07:05:29,Y
110,36,5,37,4,67070.26,268281.04,2022-07-31 02:51:55,2022-08-03 02:51:55,Y
111,36,51,26,4,39371.52,157486.08,2026-06-20 22:32:33,2026-07-16 22:32:33,Y
112,37,113,40,2,27973.31,55946.62,2024-05-30 04:09:24,2024-08-02 04:09:24,Y
113,37,18,7,1,36847.81,36847.81,2022-03-15 15:14:07,2022-08-20 15:14:07,Y
114,37,30,39,1,24895.44,24895.44,2023-11-05 15:37:20,2024-04-06 15:37:20,Y
115,38,45,40,2,24633.84,49267.68,2023-02-08 14:35:13,2023-05-15 14:35:13,Y
116,39,95,21,4,35959.52,143838.08,2024-02-27 02:04:55,2024-05-12 02:04:55,Y
117,40,233,32,4,21932.5,87730.0,2024-05-08 16:39:06,2024-11-20 16:39:06,Y
118,41,132,26,1,4792.96,4792.96,2023-05-19 05:03:44,2023-12-04 05:03:44,Y
119,41,142,16,4,10067.62,40270.48,2022-07-13 19:56:24,2022-10-18 19:56:24,Y
120,41,171,14,3,8365.56,25096.68,2022-07-06 14:17:51,2022-09-10 14:17:51,Y
121,42,226,40,2,12365.96,24731.92,2022-08-04 14:43:32,2022-12-07 14:43:32,Y
122,42,202,15,4,1019.9,4079.6,2023-07-09 09:36:44,2023-12-21 09:36:44,Y
123,43,74,40,4,39502.07,158008.28,2026-08-07 16:27:18,2027-02-19 16:27:18,Y
124,44,55,20,3,30108.56,90325.68,2025-10-03 22:43:06,2026-04-04 22:43:06,Y
125,44,53,2,1,85294.76,85294.76,2022-04-19 07:25:00,2022-05-07 07:25:00,Y
126,45,129,32,4,2280.23,9120.92,2025-10-17 07:22:33,2025-10-21 07:22:33,Y
127,45,77,19,4,47564.89,190259.56,2022-01-03 16:41:44,2022-01-12 16:41:44,Y
128,45,137,21,3,14791.68,44375.04,2023-04-17 00:40:21,2023-10-13 00:40:21,Y
129,45,201,3,4,4555.59,18222.36,2022-01-12 12:10:18,2022-05-23 12:10:18,Y
130,45,245,12,1,39004.67,39004.67,2025-09-16 18:48:58,2025-12-28 18:48:58,Y
131,46,116,38,4,39048.12,156192.48,2022-01-11 06:36:52,2022-04-19 06:36:52,Y
132,46,63,39,3,86202.47,258607.41,2026-07-22 03:09:52,2026-10-21 03:09:52,Y
133,46,156,27,1,89745.03,89745.03,2025-05-29 16:00:16,2025-06-12 16:00:16,Y
134,46,188,36,1,47792.26,47792.26,2026-07-20 00:37:32,2026-10-15 00:37:32,Y
135,46,236,16,2,15136.2,30272.4,2024-06-19 20:53:07,2024-12-01 20:53:07,Y
136,47,284,39,2,25784.89,51569.78,2022-05-03 04:44:42,2022-08-09 04:44:42,Y
137,47,154,31,3,68079.81,204239.43,2025-04-27 00:18:59,2025-05-24 00:18:59,Y
138,48,44,21,2,7828.14,15656.28,2025-09-22 18:26:06,2026-03-29 18:26:06,Y
139,48,72,5,1,45789.54,45789.54,2022-04-21 21:51:27,2022-06-09 21:51:27,Y
140,48,123,20,1,72698.97,72698.97,2026-02-28 23:49:23,2026-06-07 23:49:23,Y
141,48,277,29,4,31051.96,124207.84,2024-08-14 02:04:39,2024-12-19 02:04:39,Y
142,49,19,24,3,85558.85,256676.55,2024-11-20 02:55:52,2024-12-04 02:55:52,Y
143,50,208,6,4,3044.27,12177.08,2023-01-03 04:40:11,2023-02-26 04:40:11,Y
144,51,77,19,1,47564.89,47564.89,2023-12-25 20:40:11,2024-01-12 20:40:11,Y
145,51,73,22,1,11967.2,11967.2,2026-02-27 22:37:54,2026-08-13 22:37:54,Y
146,51,242,29,2,4211.54,8423.08,2022-05-23 07:13:19,2022-07-24 07:13:19,Y
147,51,8,38,1,8292.98,8292.98,2023-06-20 03:49:00,2023-11-28 03:49:00,Y
148,51,158,30,2,44552.34,89104.68,2022-10-30 06:38:06,2023-02-23 06:38:06,Y
149,52,33,29,4,30635.06,122540.24,2022-11-27 08:37:44,2022-12-26 08:37:44,Y
150,52,113,40,4,27973.31,111893.24,2022-07-16 01:49:51,2022-09-05 01:49:51,Y
151,52,173,2,1,67172.24,67172.24,2025-06-02 23:56:04,2025-08-24 23:56:04,Y
152,52,295,1,3,1218.28,3654.84,2026-08-24 00:07:15,2026-09-28 00:07:15,Y
153,52,110,21,2,6030.53,12061.06,2022-05-22 15:10:45,2022-10-20 15:10:45,Y
154,53,33,29,2,30635.06,61270.12,2023-01-11 03:26:11,2023-03-22 03:26:11,Y
155,53,213,20,3,51088.29,153264.87,2023-06-07 02:46:46,2023-12-02 02:46:46,Y
156,53,284,39,2,25784.89,51569.78,2023-05-28 15:44:54,2023-09-17 15:44:54,Y
157,54,21,6,4,57625.46,230501.84,2023-02-19 08:51:13,2023-03-16 08:51:13,Y
158,54,81,2,1,45279.24,45279.24,2022-02-18 13:28:52,2022-06-22 13:28:52,Y
159,54,4,19,1,88018.41,88018.41,2022-01-23 10:39:37,2022-03-09 10:39:37,Y
160,54,146,17,4,86167.9,344671.6,2025-07-17 03:46:47,2026-01-10 03:46:47,Y
161,54,65,34,3,33681.11,101043.33,2023-10-03 12:25:13,2023-11-08 12:25:13,Y
162,55,231,35,2,49597.9,99195.8,2025-07-04 03:16:57,2025-09-03 03:16:57,Y
163,55,20,24,4,5636.4,22545.6,2023-07-14 05:48:27,2024-01-13 05:48:27,Y
164,55,46,29,4,67992.89,271971.56,2024-07-24 19:04:56,2024-10-21 19:04:56,Y
165,55,3,20,1,9776.46,9776.46,2024-01-03 02:31:04,2024-02-21 02:31:04,Y
166,55,272,4,3,70592.3,211776.9,2022-10-25 06:42:18,2023-04-01 06:42:18,Y
167,56,260,16,2,23799.81,47599.62,2023-11-13 06:24:48,2024-03-10 06:24:48,Y
168,56,142,16,1,10067.62,10067.62,2022-06-14 21:06:47,2022-08-02 21:06:47,Y
169,56,77,19,2,47564.89,95129.78,2026-01-13 22:47:06,2026-05-20 22:47:06,Y
170,56,82,15,3,75557.03,226671.09,2022-05-14 22:55:56,2022-05-27 22:55:56,Y
171,56,146,17,3,86167.9,258503.7,2023-10-14 04:08:41,2024-02-02 04:08:41,Y
172,57,233,32,1,21932.5,21932.5,2022-05-15 13:59:08,2022-06-10 13:59:08,Y
173,57,276,6,1,19364.22,19364.22,2023-07-01 11:07:50,2023-08-10 11:07:50,Y
174,57,249,23,1,15691.97,15691.97,2026-05-19 18:00:14,2026-06-17 18:00:14,Y
175,58,228,21,2,43214.07,86428.14,2024-10-09 18:15:26,2025-01-24 18:15:26,Y
176,58,167,36,1,48468.09,48468.09,2023-12-16 18:45:28,2024-07-02 18:45:28,Y
177,59,117,34,4,14743.63,58974.52,2022-11-01 16:11:31,2022-12-31 16:11:31,Y
178,59,103,33,1,14565.81,14565.81,2025-03-12 17:43:27,2025-05-07 17:43:27,Y
179,59,242,29,4,4211.54,16846.16,2026-02-14 00:03:26,2026-02-27 00:03:26,Y
180,60,111,12,4,20335.9,81343.6,2025-11-14 14:34:42,2025-12-29 14:34:42,Y
181,60,192,1,2,10733.99,21467.98,2023-02-28 19:03:55,2023-06-25 19:03:55,Y
182,61,139,24,2,88193.84,176387.68,2023-09-21 05:56:13,2023-12-15 05:56:13,Y
183,61,17,24,2,85147.47,170294.94,2022-07-05 07:57:17,2022-09-14 07:57:17,Y
184,61,57,7,4,15779.21,63116.84,2025-12-17 08:45:10,2026-04-13 08:45:10,Y
185,62,176,25,2,7405.45,14810.9,2023-11-15 01:28:11,2024-01-29 01:28:11,Y
186,62,88,1,1,51444.6,51444.6,2026-09-14 08:26:51,2026-11-11 08:26:51,Y
187,63,268,33,4,84281.98,337127.92,2026-02-28 22:23:40,2026-04-24 22:23:40,Y
188,63,237,22,4,1146.19,4584.76,2024-05-17 08:29:22,2024-05-20 08:29:22,Y
189,63,127,25,4,22493.67,89974.68,2024-02-09 23:39:06,2024-05-02 23:39:06,Y
190,63,297,8,2,72677.28,145354.56,2023-11-22 23:50:19,2024-04-21 23:50:19,Y
191,64,3,20,1,9776.46,9776.46,2025-07-21 23:19:37,2025-08-01 23:19:37,Y
192,64,241,22,4,46995.11,187980.44,2026-04-16 13:05:41,2026-04-24 13:05:41,Y
193,64,272,4,1,70592.3,70592.3,2025-05-10 02:38:31,2025-09-09 02:38:31,Y
194,64,232,14,1,74848.11,74848.11,2026-03-19 19:07:46,2026-05-19 19:07:46,Y
195,64,286,4,4,44639.92,178559.68,2022-02-08 14:19:31,2022-08-04 14:19:31,Y
196,65,68,6,2,82522.83,165045.66,2025-01-18 12:39:52,2025-04-03 12:39:52,Y
197,65,47,19,3,43898.62,131695.86,2022-02-19 11:50:20,2022-06-21 11:50:20,Y
198,66,236,16,4,15136.2,60544.8,2022-03-17 20:24:01,2022-07-11 20:24:01,Y
199,66,71,12,3,43866.13,131598.39,2025-06-13 09:51:37,2025-07-30 09:51:37,Y
200,67,1,1,3,81127.61,243382.83,2022-08-08 15:40:09,2022-11-14 15:40:09,Y
201,67,272,4,4,70592.3,282369.2,2022-04-12 15:20:45,2022-06-26 15:20:45,Y
202,67,139,24,2,88193.84,176387.68,2026-08-13 06:53:35,2027-01-07 06:53:35,Y
203,67,42,10,1,6447.77,6447.77,2024-11-08 23:12:32,2025-05-15 23:12:32,Y
204,68,187,16,4,77206.2,308824.8,2022-06-10 04:47:05,2022-07-08 04:47:05,Y
205,68,188,36,1,47792.26,47792.26,2025-12-16 19:13:30,2026-05-23 19:13:30,Y
206,68,188,36,1,47792.26,47792.26,2025-02-12 11:13:29,2025-03-28 11:13:29,Y
207,68,288,37,3,61527.2,184581.6,2023-09-29 00:28:38,2023-11-03 00:28:38,Y
208,68,123,20,4,72698.97,290795.88,2026-08-04 14:00:53,2026-09-02 14:00:53,Y
209,69,108,29,3,62518.46,187555.38,2023-12-02 09:49:04,2024-02-22 09:49:04,Y
210,69,137,21,4,14791.68,59166.72,2026-04-14 12:36:00,2026-10-05 12:36:00,Y
211,69,142,16,3,10067.62,30202.86,2022-06-19 04:49:54,2022-07-05 04:49:54,Y
212,69,177,23,1,35495.67,35495.67,2025-11-06 14:10:59,2026-03-10 14:10:59,Y
213,69,241,22,3,46995.11,140985.33,2026-07-11 13:40:20,2026-12-31 13:40:20,Y
214,70,189,22,4,76271.58,305086.32,2022-07-23 21:32:53,2022-09-09 21:32:53,Y
215,70,45,40,2,24633.84,49267.68,2022-09-07 01:56:18,2022-12-16 01:56:18,Y
216,70,148,23,2,24755.49,49510.98,2022-08-28 01:36:26,2022-09-24 01:36:26,Y
217,70,142,16,2,10067.62,20135.24,2022-12-15 01:09:28,2023-06-11 01:09:28,Y
218,71,78,9,1,57776.88,57776.88,2023-09-27 14:26:35,2024-02-07 14:26:35,Y
219,71,151,18,2,24590.61,49181.22,2025-07-18 03:13:27,2026-01-08 03:13:27,Y
220,71,243,7,4,83706.04,334824.16,2024-12-13 03:50:38,2025-03-30 03:50:38,Y
221,71,11,5,1,77439.63,77439.63,2024-06-24 17:04:04,2024-08-11 17:04:04,Y
222,72,119,9,3,48105.33,144315.99,2026-06-03 09:42:41,2026-11-15 09:42:41,Y
223,73,297,8,3,72677.28,218031.84,2024-12-01 00:27:35,2025-05-17 00:27:35,Y
224,73,249,23,4,15691.97,62767.88,2026-07-06 04:03:33,2026-11-23 04:03:33,Y
225,73,235,3,2,80615.04,161230.08,2024-08-02 18:01:21,2024-12-25 18:01:21,Y
226,73,157,19,2,26994.62,53989.24,2023-06-18 13:38:52,2023-08-23 13:38:52,Y
227,74,191,38,1,19687.08,19687.08,2024-06-14 05:44:40,2024-12-28 05:44:40,Y
228,74,76,31,4,61110.95,244443.8,2025-01-02 02:36:09,2025-03-15 02:36:09,Y
229,74,86,16,3,56127.39,168382.17,2023-05-15 13:21:45,2023-11-13 13:21:45,Y
230,74,94,5,2,3520.14,7040.28,2023-06-29 19:44:25,2023-12-27 19:44:25,Y
231,75,122,14,3,55705.14,167115.42,2022-12-30 05:59:18,2023-01-09 05:59:18,Y
232,75,295,1,3,1218.28,3654.84,2023-01-28 22:32:55,2023-05-20 22:32:55,Y
233,76,95,21,1,35959.52,35959.52,2023-09-30 09:29:32,2024-02-20 09:29:32,Y
234,76,163,16,3,85871.33,257613.99,2024-12-04 07:05:30,2025-01-10 07:05:30,Y
235,76,230,25,3,32977.4,98932.2,2026-08-05 07:22:14,2026-09-15 07:22:14,Y
236,77,13,17,2,84637.21,169274.42,2025-06-10 22:21:13,2025-10-15 22:21:13,Y
237,78,164,24,3,60166.19,180498.57,2023-04-30 20:10:31,2023-05-01 20:10:31,Y
238,78,152,4,2,57486.42,114972.84,2026-01-12 09:20:26,2026-03-27 09:20:26,Y
239,78,290,19,1,69085.48,69085.48,2025-10-05 13:46:40,2025-12-30 13:46:40,Y
240,78,246,38,1,63484.26,63484.26,2022-05-05 12:38:59,2022-06-09 12:38:59,Y
241,79,13,17,2,84637.21,169274.42,2025-06-01 19:41:51,2025-11-06 19:41:51,Y
242,79,229,19,3,44291.46,132874.38,2025-01-15 09:11:40,2025-02-07 09:11:40,Y
243,79,29,28,2,64172.64,128345.28,2023-08-30 07:25:10,2024-01-26 07:25:10,Y
244,80,101,28,4,31767.92,127071.68,2022-03-12 01:20:56,2022-04-02 01:20:56,Y
245,80,45,40,2,24633.84,49267.68,2026-05-10 01:38:36,2026-08-18 01:38:36,Y
246,80,252,12,1,62469.28,62469.28,2024-09-14 05:44:23,2025-02-15 05:44:23,Y
247,81,204,35,4,1701.01,6804.04,2023-04-05 15:38:55,2023-10-05 15:38:55,Y
248,81,190,18,1,54341.4,54341.4,2025-04-14 14:38:37,2025-07-18 14:38:37,Y
249,81,146,17,3,86167.9,258503.7,2024-12-07 15:06:55,2025-03-06 15:06:55,Y
250,82,288,37,4,61527.2,246108.8,2022-09-30 03:49:39,2022-11-24 03:49:39,Y
251,82,213,20,2,51088.29,102176.58,2025-10-06 19:31:01,2025-12-18 19:31:01,Y
252,82,218,40,1,64236.15,64236.15,2025-07-10 20:31:38,2025-08-14 20:31:38,Y
253,82,74,40,4,39502.07,158008.28,2023-10-08 13:28:56,2023-12-24 13:28:56,Y
254,83,172,9,4,50838.22,203352.88,2022-07-25 09:56:58,2022-12-23 09:56:58,Y
255,83,46,29,3,67992.89,203978.67,2022-01-21 13:32:18,2022-05-05 13:32:18,Y
256,83,213,20,4,51088.29,204353.16,2023-06-28 08:58:05,2023-11-17 08:58:05,Y
257,83,291,35,2,25115.6,50231.2,2023-03-02 10:01:12,2023-04-22 10:01:12,Y
258,83,196,21,4,77793.82,311175.28,2024-06-18 07:56:17,2024-11-06 07:56:17,Y
259,84,155,4,4,58775.43,235101.72,2024-08-02 05:29:55,2024-12-06 05:29:55,Y
260,85,14,2,3,82388.98,247166.94,2022-01-08 14:26:14,2022-02-16 14:26:14,Y
261,85,154,31,3,68079.81,204239.43,2026-01-08 03:13:25,2026-02-08 03:13:25,Y
262,86,92,38,2,12179.18,24358.36,2026-03-09 05:42:56,2026-09-01 05:42:56,Y
263,86,15,30,3,58500.7,175502.1,2023-01-06 19:43:42,2023-07-20 19:43:42,Y
264,86,253,11,3,17000.45,51001.35,2022-07-27 07:21:49,2022-12-27 07:21:49,Y
265,86,298,37,4,41075.76,164303.04,2026-02-01 19:37:33,2026-06-25 19:37:33,Y
266,87,244,36,1,38486.97,38486.97,2023-01-07 12:48:21,2023-04-12 12:48:21,Y
267,87,133,19,1,40640.82,40640.82,2023-05-21 22:46:11,2023-10-16 22:46:11,Y
268,87,75,40,2,70584.27,141168.54,2024-09-20 05:09:05,2025-01-16 05:09:05,Y
269,88,84,40,3,23180.97,69542.91,2022-06-14 07:38:23,2022-08-22 07:38:23,Y
270,88,215,23,3,21045.53,63136.59,2025-01-11 00:06:55,2025-01-23 00:06:55,Y
271,88,150,6,1,23227.67,23227.67,2026-07-04 10:45:27,2026-12-14 10:45:27,Y
272,89,100,19,1,29646.21,29646.21,2023-07-24 07:55:25,2024-02-04 07:55:25,Y
273,89,86,16,3,56127.39,168382.17,2026-08-17 06:07:48,2026-11-07 06:07:48,Y
274,89,155,4,3,58775.43,176326.29,2024-04-23 09:26:52,2024-10-15 09:26:52,Y
275,89,50,25,3,45122.56,135367.68,2026-07-19 09:16:03,2026-12-14 09:16:03,Y
276,89,74,40,3,39502.07,118506.21,2022-02-10 01:43:11,2022-03-17 01:43:11,Y
277,90,249,23,2,15691.97,31383.94,2025-07-04 00:32:12,2025-09-29 00:32:12,Y
278,90,53,2,2,85294.76,170589.52,2023-11-08 22:01:41,2023-12-17 22:01:41,Y
279,90,97,22,1,33247.12,33247.12,2026-06-22 03:30:55,2026-11-05 03:30:55,Y
280,91,236,16,2,15136.2,30272.4,2022-08-26 08:49:16,2022-09-24 08:49:16,Y
281,91,9,13,3,78905.16,236715.48,2026-01-29 19:28:15,2026-04-28 19:28:15,Y
282,91,186,21,3,13598.74,40796.22,2023-03-08 21:38:00,2023-06-29 21:38:00,Y
283,91,89,24,1,45757.03,45757.03,2024-08-04 14:54:18,2024-08-11 14:54:18,Y
